Time, ProductionCenter, WorkersCount, BufferCount
145.0, Производственный центр №5, 0, 8
146.0, Производственный центр №1, 2, 366
146.0, Производственный центр №2, 1, 1
146.0, Производственный центр №3, 2, 1
146.0, Производственный центр №4, 1, 2
146.0, Производственный центр №5, 0, 9
147.0, Производственный центр №1, 2, 366
147.0, Производственный центр №2, 1, 0
147.0, Производственный центр №3, 2, 1
147.0, Производственный центр №4, 1, 2
147.0, Производственный центр №5, 0, 10
148.0, Производственный центр №1, 2, 364
148.0, Производственный центр №2, 1, 1
148.0, Производственный центр №3, 2, 0
148.0, Производственный центр №4, 1, 2
148.0, Производственный центр №5, 0, 12
149.0, Производственный центр №1, 2, 364
149.0, Производственный центр №2, 1, 1
149.0, Производственный центр №3, 2, 0
149.0, Производственный центр №4, 1, 1
149.0, Производственный центр №5, 0, 13
150.0, Производственный центр №1, 2, 362
150.0, Производственный центр №2, 1, 1
150.0, Производственный центр №3, 2, 0
150.0, Производственный центр №4, 1, 2
150.0, Производственный центр №5, 0, 14
151.0, Производственный центр №1, 2, 362
151.0, Производственный центр №2, 1, 1
151.0, Производственный центр №3, 1, 0
151.0, Производственный центр №4, 1, 1
151.0, Производственный центр №5, 1, 14
152.0, Производственный центр №1, 2, 360
152.0, Производственный центр №2, 1, 2
152.0, Производственный центр №3, 1, 0
152.0, Производственный центр №4, 1, 1
152.0, Производственный центр №5, 1, 13
153.0, Производственный центр №1, 2, 360
153.0, Производственный центр №2, 1, 2
153.0, Производственный центр №3, 0, 0
153.0, Производственный центр №4, 1, 1
153.0, Производственный центр №5, 2, 10
154.0, Производственный центр №1, 2, 358
154.0, Производственный центр №2, 1, 2
154.0, Производственный центр №3, 0, 1
154.0, Производственный центр №4, 1, 1
154.0, Производственный центр №5, 2, 7
155.0, Производственный центр №1, 2, 358
155.0, Производственный центр №2, 1, 2
155.0, Производственный центр №3, 0, 1
155.0, Производственный центр №4, 1, 0
155.0, Производственный центр №5, 2, 4
156.0, Производственный центр №1, 2, 358
156.0, Производственный центр №2, 1, 2
156.0, Производственный центр №3, 0, 1
156.0, Производственный центр №4, 1, 0
156.0, Производственный центр №5, 2, 0
157.0, Производственный центр №1, 2, 356
157.0, Производственный центр №2, 2, 1
157.0, Производственный центр №3, 1, 1
157.0, Производственный центр №4, 1, 0
157.0, Производственный центр №5, 0, 1
158.0, Производственный центр №1, 2, 356
158.0, Производственный центр №2, 2, 1
158.0, Производственный центр №3, 1, 1
158.0, Производственный центр №4, 0, 0
158.0, Производственный центр №5, 1, 1
159.0, Производственный центр №1, 2, 354
159.0, Производственный центр №2, 2, 2
159.0, Производственный центр №3, 2, 0
159.0, Производственный центр №4, 0, 1
159.0, Производственный центр №5, 0, 0
160.0, Производственный центр №1, 2, 354
160.0, Производственный центр №2, 2, 2
160.0, Производственный центр №3, 1, 0
160.0, Производственный центр №4, 1, 0
160.0, Производственный центр №5, 0, 0
161.0, Производственный центр №1, 2, 352
161.0, Производственный центр №2, 2, 1
161.0, Производственный центр №3, 1, 2
161.0, Производственный центр №4, 1, 1
161.0, Производственный центр №5, 0, 0
162.0, Производственный центр №1, 2, 352
162.0, Производственный центр №2, 2, 1
162.0, Производственный центр №3, 1, 1
162.0, Производственный центр №4, 1, 0
162.0, Производственный центр №5, 0, 2
163.0, Производственный центр №1, 2, 350
163.0, Производственный центр №2, 2, 2
163.0, Производственный центр №3, 1, 1
163.0, Производственный центр №4, 1, 0
163.0, Производственный центр №5, 0, 3
164.0, Производственный центр №1, 2, 350
164.0, Производственный центр №2, 2, 0
164.0, Производственный центр №3, 1, 3
164.0, Производственный центр №4, 1, 0
164.0, Производственный центр №5, 0, 3
165.0, Производственный центр №1, 2, 348
165.0, Производственный центр №2, 2, 1
165.0, Производственный центр №3, 1, 2
165.0, Производственный центр №4, 1, 0
165.0, Производственный центр №5, 0, 5
166.0, Производственный центр №1, 2, 348
166.0, Производственный центр №2, 2, 1
166.0, Производственный центр №3, 1, 2
166.0, Производственный центр №4, 0, 0
166.0, Производственный центр №5, 1, 5
167.0, Производственный центр №1, 2, 348
167.0, Производственный центр №2, 2, 1
167.0, Производственный центр №3, 1, 2
167.0, Производственный центр №4, 0, 0
167.0, Производственный центр №5, 1, 3
168.0, Производственный центр №1, 2, 346
168.0, Производственный центр №2, 2, 0
168.0, Производственный центр №3, 1, 3
168.0, Производственный центр №4, 0, 1
168.0, Производственный центр №5, 1, 2
169.0, Производственный центр №1, 2, 346
169.0, Производственный центр №2, 2, 0
169.0, Производственный центр №3, 1, 3
169.0, Производственный центр №4, 0, 1
169.0, Производственный центр №5, 1, 0
170.0, Производственный центр №1, 2, 344
170.0, Производственный центр №2, 2, 1
170.0, Производственный центр №3, 2, 2
170.0, Производственный центр №4, 0, 2
170.0, Производственный центр №5, 0, 0
171.0, Производственный центр №1, 2, 344
171.0, Производственный центр №2, 1, 0
171.0, Производственный центр №3, 2, 3
171.0, Производственный центр №4, 1, 1
171.0, Производственный центр №5, 0, 0
172.0, Производственный центр №1, 2, 342
172.0, Производственный центр №2, 1, 1
172.0, Производственный центр №3, 2, 3
172.0, Производственный центр №4, 1, 2
172.0, Производственный центр №5, 0, 0
173.0, Производственный центр №1, 2, 342
173.0, Производственный центр №2, 1, 1
173.0, Производственный центр №3, 2, 2
173.0, Производственный центр №4, 1, 1
173.0, Производственный центр №5, 0, 2
174.0, Производственный центр №1, 2, 340
174.0, Производственный центр №2, 1, 2
174.0, Производственный центр №3, 2, 1
174.0, Производственный центр №4, 1, 1
174.0, Производственный центр №5, 0, 4
175.0, Производственный центр №1, 2, 340
175.0, Производственный центр №2, 1, 1
175.0, Производственный центр №3, 2, 2
175.0, Производственный центр №4, 1, 1
175.0, Производственный центр №5, 0, 4
176.0, Производственный центр №1, 2, 338
176.0, Производственный центр №2, 1, 2
176.0, Производственный центр №3, 2, 1
176.0, Производственный центр №4, 1, 1
176.0, Производственный центр №5, 0, 6
177.0, Производственный центр №1, 2, 338
177.0, Производственный центр №2, 1, 2
177.0, Производственный центр №3, 2, 0
177.0, Производственный центр №4, 1, 0
177.0, Производственный центр №5, 0, 8
178.0, Производственный центр №1, 2, 338
178.0, Производственный центр №2, 1, 1
178.0, Производственный центр №3, 2, 1
178.0, Производственный центр №4, 1, 0
178.0, Производственный центр №5, 0, 8
179.0, Производственный центр №1, 2, 336
179.0, Производственный центр №2, 1, 2
179.0, Производственный центр №3, 2, 0
179.0, Производственный центр №4, 1, 0
179.0, Производственный центр №5, 0, 10
180.0, Производственный центр №1, 2, 336
180.0, Производственный центр №2, 1, 2
180.0, Производственный центр №3, 1, 0
180.0, Производственный центр №4, 0, 0
180.0, Производственный центр №5, 2, 9
181.0, Производственный центр №1, 2, 334
181.0, Производственный центр №2, 1, 3
181.0, Производственный центр №3, 1, 0
181.0, Производственный центр №4, 0, 1
181.0, Производственный центр №5, 2, 5
182.0, Производственный центр №1, 2, 334
182.0, Производственный центр №2, 1, 2
182.0, Производственный центр №3, 1, 0
182.0, Производственный центр №4, 0, 1
182.0, Производственный центр №5, 2, 2
183.0, Производственный центр №1, 2, 332
183.0, Производственный центр №2, 2, 2
183.0, Производственный центр №3, 1, 0
183.0, Производственный центр №4, 1, 1
183.0, Производственный центр №5, 0, 0
184.0, Производственный центр №1, 2, 332
184.0, Производственный центр №2, 2, 2
184.0, Производственный центр №3, 1, 0
184.0, Производственный центр №4, 1, 1
184.0, Производственный центр №5, 0, 0
185.0, Производственный центр №1, 2, 330
185.0, Производственный центр №2, 2, 2
185.0, Производственный центр №3, 1, 0
185.0, Производственный центр №4, 1, 1
185.0, Производственный центр №5, 0, 2
186.0, Производственный центр №1, 2, 330
186.0, Производственный центр №2, 2, 2
186.0, Производственный центр №3, 1, 0
186.0, Производственный центр №4, 1, 0
186.0, Производственный центр №5, 0, 3
187.0, Производственный центр №1, 2, 328
187.0, Производственный центр №2, 2, 2
187.0, Производственный центр №3, 1, 1
187.0, Производственный центр №4, 1, 1
187.0, Производственный центр №5, 0, 3
188.0, Производственный центр №1, 2, 328
188.0, Производственный центр №2, 2, 2
188.0, Производственный центр №3, 1, 0
188.0, Производственный центр №4, 1, 0
188.0, Производственный центр №5, 0, 5
189.0, Производственный центр №1, 2, 328
189.0, Производственный центр №2, 2, 1
189.0, Производственный центр №3, 1, 1
189.0, Производственный центр №4, 0, 0
189.0, Производственный центр №5, 1, 5
190.0, Производственный центр №1, 2, 326
190.0, Производственный центр №2, 2, 1
190.0, Производственный центр №3, 1, 2
190.0, Производственный центр №4, 0, 1
190.0, Производственный центр №5, 1, 3
191.0, Производственный центр №1, 2, 326
191.0, Производственный центр №2, 2, 1
191.0, Производственный центр №3, 1, 1
191.0, Производственный центр №4, 0, 1
191.0, Производственный центр №5, 1, 2
192.0, Производственный центр №1, 2, 324
192.0, Производственный центр №2, 2, 1
192.0, Производственный центр №3, 1, 2
192.0, Производственный центр №4, 0, 2
192.0, Производственный центр №5, 1, 0
193.0, Производственный центр №1, 2, 324
193.0, Производственный центр №2, 2, 1
193.0, Производственный центр №3, 2, 1
193.0, Производственный центр №4, 0, 2
193.0, Производственный центр №5, 0, 0
194.0, Производственный центр №1, 2, 322
194.0, Производственный центр №2, 2, 1
194.0, Производственный центр №3, 2, 1
194.0, Производственный центр №4, 0, 3
194.0, Производственный центр №5, 0, 1
195.0, Производственный центр №1, 2, 322
195.0, Производственный центр №2, 2, 1
195.0, Производственный центр №3, 2, 1
195.0, Производственный центр №4, 0, 3
195.0, Производственный центр №5, 0, 1
196.0, Производственный центр №1, 2, 320
196.0, Производственный центр №2, 2, 1
196.0, Производственный центр №3, 2, 1
196.0, Производственный центр №4, 0, 4
196.0, Производственный центр №5, 0, 2
197.0, Производственный центр №1, 2, 320
197.0, Производственный центр №2, 2, 0
197.0, Производственный центр №3, 2, 1
197.0, Производственный центр №4, 0, 4
197.0, Производственный центр №5, 0, 3
198.0, Производственный центр №1, 2, 318
198.0, Производственный центр №2, 2, 1
198.0, Производственный центр №3, 2, 1
198.0, Производственный центр №4, 0, 5
198.0, Производственный центр №5, 0, 3
199.0, Производственный центр №1, 2, 318
199.0, Производственный центр №2, 2, 0
199.0, Производственный центр №3, 2, 1
199.0, Производственный центр №4, 0, 5
199.0, Производственный центр №5, 0, 4
200.0, Производственный центр №1, 2, 318
200.0, Производственный центр №2, 2, 0
200.0, Производственный центр №3, 2, 0
200.0, Производственный центр №4, 0, 5
200.0, Производственный центр №5, 0, 5
201.0, Производственный центр №1, 2, 316
201.0, Производственный центр №2, 2, 0
201.0, Производственный центр №3, 2, 1
201.0, Производственный центр №4, 0, 6
201.0, Производственный центр №5, 0, 5
202.0, Производственный центр №1, 2, 316
202.0, Производственный центр №2, 2, 0
202.0, Производственный центр №3, 2, 0
202.0, Производственный центр №4, 0, 6
202.0, Производственный центр №5, 0, 6
203.0, Производственный центр №1, 2, 314
203.0, Производственный центр №2, 2, 0
203.0, Производственный центр №3, 2, 0
203.0, Производственный центр №4, 0, 7
203.0, Производственный центр №5, 0, 7
204.0, Производственный центр №1, 2, 314
204.0, Производственный центр №2, 1, 0
204.0, Производственный центр №3, 2, 1
204.0, Производственный центр №4, 0, 7
204.0, Производственный центр №5, 1, 5
205.0, Производственный центр №1, 2, 312
205.0, Производственный центр №2, 1, 1
205.0, Производственный центр №3, 2, 0
205.0, Производственный центр №4, 0, 8
205.0, Производственный центр №5, 1, 4
206.0, Производственный центр №1, 2, 312
206.0, Производственный центр №2, 1, 0
206.0, Производственный центр №3, 2, 0
206.0, Производственный центр №4, 0, 8
206.0, Производственный центр №5, 1, 3
207.0, Производственный центр №1, 2, 310
207.0, Производственный центр №2, 1, 1
207.0, Производственный центр №3, 2, 0
207.0, Производственный центр №4, 0, 9
207.0, Производственный центр №5, 1, 1
208.0, Производственный центр №1, 2, 310
208.0, Производственный центр №2, 2, 0
208.0, Производственный центр №3, 1, 0
208.0, Производственный центр №4, 1, 8
208.0, Производственный центр №5, 0, 0
209.0, Производственный центр №1, 2, 308
209.0, Производственный центр №2, 2, 1
209.0, Производственный центр №3, 0, 0
209.0, Производственный центр №4, 2, 8
209.0, Производственный центр №5, 0, 0
210.0, Производственный центр №1, 2, 308
210.0, Производственный центр №2, 2, 0
210.0, Производственный центр №3, 0, 1
210.0, Производственный центр №4, 2, 7
210.0, Производственный центр №5, 0, 1
211.0, Производственный центр №1, 2, 308
211.0, Производственный центр №2, 2, 0
211.0, Производственный центр №3, 0, 1
211.0, Производственный центр №4, 2, 5
211.0, Производственный центр №5, 0, 3
212.0, Производственный центр №1, 2, 306
212.0, Производственный центр №2, 2, 0
212.0, Производственный центр №3, 0, 2
212.0, Производственный центр №4, 2, 5
212.0, Производственный центр №5, 0, 4
213.0, Производственный центр №1, 2, 306
213.0, Производственный центр №2, 1, 0
213.0, Производственный центр №3, 1, 2
213.0, Производственный центр №4, 2, 4
213.0, Производственный центр №5, 0, 5
214.0, Производственный центр №1, 2, 304
214.0, Производственный центр №2, 1, 1
214.0, Производственный центр №3, 1, 2
214.0, Производственный центр №4, 2, 3
214.0, Производственный центр №5, 0, 7
215.0, Производственный центр №1, 2, 304
215.0, Производственный центр №2, 1, 0
215.0, Производственный центр №3, 1, 3
215.0, Производственный центр №4, 2, 2
215.0, Производственный центр №5, 0, 8
216.0, Производственный центр №1, 2, 302
216.0, Производственный центр №2, 1, 1
216.0, Производственный центр №3, 1, 2
216.0, Производственный центр №4, 2, 2
216.0, Производственный центр №5, 0, 10
217.0, Производственный центр №1, 2, 302
217.0, Производственный центр №2, 1, 1
217.0, Производственный центр №3, 1, 2
217.0, Производственный центр №4, 2, 0
217.0, Производственный центр №5, 0, 12
218.0, Производственный центр №1, 2, 300
218.0, Производственный центр №2, 1, 2
218.0, Производственный центр №3, 1, 2
218.0, Производственный центр №4, 2, 0
218.0, Производственный центр №5, 0, 13
219.0, Производственный центр №1, 2, 300
219.0, Производственный центр №2, 1, 1
219.0, Производственный центр №3, 1, 2
219.0, Производственный центр №4, 1, 0
219.0, Производственный центр №5, 1, 14
220.0, Производственный центр №1, 2, 298
220.0, Производственный центр №2, 1, 2
220.0, Производственный центр №3, 1, 2
220.0, Производственный центр №4, 1, 0
220.0, Производственный центр №5, 1, 13
221.0, Производственный центр №1, 2, 298
221.0, Производственный центр №2, 1, 2
221.0, Производственный центр №3, 1, 2
221.0, Производственный центр №4, 0, 0
221.0, Производственный центр №5, 2, 11
222.0, Производственный центр №1, 2, 298
222.0, Производственный центр №2, 1, 1
222.0, Производственный центр №3, 1, 2
222.0, Производственный центр №4, 0, 0
222.0, Производственный центр №5, 2, 8
223.0, Производственный центр №1, 2, 296
223.0, Производственный центр №2, 1, 2
223.0, Производственный центр №3, 1, 2
223.0, Производственный центр №4, 0, 1
223.0, Производственный центр №5, 2, 4
224.0, Производственный центр №1, 2, 296
224.0, Производственный центр №2, 1, 2
224.0, Производственный центр №3, 1, 2
224.0, Производственный центр №4, 0, 1
224.0, Производственный центр №5, 2, 0
225.0, Производственный центр №1, 2, 294
225.0, Производственный центр №2, 2, 2
225.0, Производственный центр №3, 2, 0
225.0, Производственный центр №4, 0, 2
225.0, Производственный центр №5, 0, 0
226.0, Производственный центр №1, 2, 294
226.0, Производственный центр №2, 2, 1
226.0, Производственный центр №3, 2, 1
226.0, Производственный центр №4, 0, 2
226.0, Производственный центр №5, 0, 0
227.0, Производственный центр №1, 2, 292
227.0, Производственный центр №2, 2, 2
227.0, Производственный центр №3, 2, 1
227.0, Производственный центр №4, 0, 3
227.0, Производственный центр №5, 0, 0
228.0, Производственный центр №1, 2, 292
228.0, Производственный центр №2, 2, 2
228.0, Производственный центр №3, 1, 0
228.0, Производственный центр №4, 0, 3
228.0, Производственный центр №5, 1, 0
229.0, Производственный центр №1, 2, 290
229.0, Производственный центр №2, 2, 1
229.0, Производственный центр №3, 2, 1
229.0, Производственный центр №4, 0, 4
229.0, Производственный центр №5, 0, 0
230.0, Производственный центр №1, 2, 290
230.0, Производственный центр №2, 2, 1
230.0, Производственный центр №3, 2, 1
230.0, Производственный центр №4, 0, 4
230.0, Производственный центр №5, 0, 0
231.0, Производственный центр №1, 2, 288
231.0, Производственный центр №2, 2, 2
231.0, Производственный центр №3, 2, 0
231.0, Производственный центр №4, 0, 5
231.0, Производственный центр №5, 0, 1
232.0, Производственный центр №1, 2, 288
232.0, Производственный центр №2, 2, 1
232.0, Производственный центр №3, 2, 0
232.0, Производственный центр №4, 0, 5
232.0, Производственный центр №5, 0, 2
233.0, Производственный центр №1, 2, 288
233.0, Производственный центр №2, 2, 0
233.0, Производственный центр №3, 2, 1
233.0, Производственный центр №4, 0, 5
233.0, Производственный центр №5, 0, 2
234.0, Производственный центр №1, 2, 286
234.0, Производственный центр №2, 2, 1
234.0, Производственный центр №3, 2, 0
234.0, Производственный центр №4, 0, 6
234.0, Производственный центр №5, 0, 3
235.0, Производственный центр №1, 2, 286
235.0, Производственный центр №2, 2, 1
235.0, Производственный центр №3, 1, 0
235.0, Производственный центр №4, 0, 6
235.0, Производственный центр №5, 1, 2
236.0, Производственный центр №1, 2, 284
236.0, Производственный центр №2, 2, 0
236.0, Производственный центр №3, 1, 2
236.0, Производственный центр №4, 0, 7
236.0, Производственный центр №5, 1, 0
237.0, Производственный центр №1, 2, 284
237.0, Производственный центр №2, 2, 0
237.0, Производственный центр №3, 2, 0
237.0, Производственный центр №4, 0, 7
237.0, Производственный центр №5, 0, 0
238.0, Производственный центр №1, 2, 282
238.0, Производственный центр №2, 2, 1
238.0, Производственный центр №3, 2, 0
238.0, Производственный центр №4, 0, 8
238.0, Производственный центр №5, 0, 0
239.0, Производственный центр №1, 2, 282
239.0, Производственный центр №2, 2, 0
239.0, Производственный центр №3, 2, 1
239.0, Производственный центр №4, 0, 8
239.0, Производственный центр №5, 0, 0
240.0, Производственный центр №1, 2, 280
240.0, Производственный центр №2, 2, 0
240.0, Производственный центр №3, 2, 0
240.0, Производственный центр №4, 0, 9
240.0, Производственный центр №5, 0, 2
241.0, Производственный центр №1, 2, 280
241.0, Производственный центр №2, 2, 0
241.0, Производственный центр №3, 2, 0
241.0, Производственный центр №4, 0, 9
241.0, Производственный центр №5, 0, 2
242.0, Производственный центр №1, 2, 278
242.0, Производственный центр №2, 2, 1
242.0, Производственный центр №3, 2, 0
242.0, Производственный центр №4, 0, 10
242.0, Производственный центр №5, 0, 2
243.0, Производственный центр №1, 2, 278
243.0, Производственный центр №2, 1, 0
243.0, Производственный центр №3, 2, 0
243.0, Производственный центр №4, 0, 10
243.0, Производственный центр №5, 1, 2
244.0, Производственный центр №1, 2, 278
244.0, Производственный центр №2, 1, 0
244.0, Производственный центр №3, 2, 0
244.0, Производственный центр №4, 0, 10
244.0, Производственный центр №5, 1, 0
245.0, Производственный центр №1, 2, 276
245.0, Производственный центр №2, 2, 0
245.0, Производственный центр №3, 2, 0
245.0, Производственный центр №4, 0, 11
245.0, Производственный центр №5, 0, 0
246.0, Производственный центр №1, 2, 276
246.0, Производственный центр №2, 1, 0
246.0, Производственный центр №3, 1, 0
246.0, Производственный центр №4, 2, 9
246.0, Производственный центр №5, 0, 0
247.0, Производственный центр №1, 2, 274
247.0, Производственный центр №2, 1, 1
247.0, Производственный центр №3, 1, 0
247.0, Производственный центр №4, 2, 10
247.0, Производственный центр №5, 0, 0
248.0, Производственный центр №1, 2, 274
248.0, Производственный центр №2, 1, 1
248.0, Производственный центр №3, 1, 0
248.0, Производственный центр №4, 2, 8
248.0, Производственный центр №5, 0, 2
249.0, Производственный центр №1, 2, 272
249.0, Производственный центр №2, 1, 1
249.0, Производственный центр №3, 1, 0
249.0, Производственный центр №4, 2, 7
249.0, Производственный центр №5, 0, 5
250.0, Производственный центр №1, 2, 272
250.0, Производственный центр №2, 1, 1
250.0, Производственный центр №3, 1, 0
250.0, Производственный центр №4, 2, 7
250.0, Производственный центр №5, 0, 5
251.0, Производственный центр №1, 2, 270
251.0, Производственный центр №2, 1, 2
251.0, Производственный центр №3, 1, 0
251.0, Производственный центр №4, 2, 6
251.0, Производственный центр №5, 0, 7
252.0, Производственный центр №1, 2, 270
252.0, Производственный центр №2, 1, 1
252.0, Производственный центр №3, 1, 0
252.0, Производственный центр №4, 2, 4
252.0, Производственный центр №5, 0, 10
253.0, Производственный центр №1, 2, 268
253.0, Производственный центр №2, 1, 2
253.0, Производственный центр №3, 1, 0
253.0, Производственный центр №4, 2, 5
253.0, Производственный центр №5, 0, 10
254.0, Производственный центр №1, 2, 268
254.0, Производственный центр №2, 1, 2
254.0, Производственный центр №3, 1, 0
254.0, Производственный центр №4, 2, 3
254.0, Производственный центр №5, 0, 12
255.0, Производственный центр №1, 2, 268
255.0, Производственный центр №2, 1, 2
255.0, Производственный центр №3, 0, 0
255.0, Производственный центр №4, 2, 1
255.0, Производственный центр №5, 1, 13
256.0, Производственный центр №1, 2, 266
256.0, Производственный центр №2, 1, 2
256.0, Производственный центр №3, 0, 1
256.0, Производственный центр №4, 2, 2
256.0, Производственный центр №5, 1, 11
257.0, Производственный центр №1, 2, 266
257.0, Производственный центр №2, 1, 2
257.0, Производственный центр №3, 0, 1
257.0, Производственный центр №4, 2, 0
257.0, Производственный центр №5, 1, 11
258.0, Производственный центр №1, 2, 264
258.0, Производственный центр №2, 1, 3
258.0, Производственный центр №3, 0, 1
258.0, Производственный центр №4, 1, 0
258.0, Производственный центр №5, 2, 10
259.0, Производственный центр №1, 2, 264
259.0, Производственный центр №2, 1, 2
259.0, Производственный центр №3, 0, 2
259.0, Производственный центр №4, 1, 0
259.0, Производственный центр №5, 2, 6
260.0, Производственный центр №1, 2, 262
260.0, Производственный центр №2, 1, 3
260.0, Производственный центр №3, 0, 2
260.0, Производственный центр №4, 1, 0
260.0, Производственный центр №5, 2, 3
261.0, Производственный центр №1, 2, 262
261.0, Производственный центр №2, 2, 2
261.0, Производственный центр №3, 0, 2
261.0, Производственный центр №4, 0, 0
261.0, Производственный центр №5, 2, 0
262.0, Производственный центр №1, 2, 260
262.0, Производственный центр №2, 2, 3
262.0, Производственный центр №3, 2, 0
262.0, Производственный центр №4, 0, 1
262.0, Производственный центр №5, 0, 0
263.0, Производственный центр №1, 2, 260
263.0, Производственный центр №2, 2, 2
263.0, Производственный центр №3, 2, 1
263.0, Производственный центр №4, 0, 1
263.0, Производственный центр №5, 0, 0
264.0, Производственный центр №1, 2, 258
264.0, Производственный центр №2, 2, 3
264.0, Производственный центр №3, 2, 1
264.0, Производственный центр №4, 0, 2
264.0, Производственный центр №5, 0, 0
265.0, Производственный центр №1, 2, 258
265.0, Производственный центр №2, 2, 2
265.0, Производственный центр №3, 2, 0
265.0, Производственный центр №4, 0, 2
265.0, Производственный центр №5, 0, 2
266.0, Производственный центр №1, 2, 258
266.0, Производственный центр №2, 2, 1
266.0, Производственный центр №3, 2, 1
266.0, Производственный центр №4, 0, 2
266.0, Производственный центр №5, 0, 2
267.0, Производственный центр №1, 2, 256
267.0, Производственный центр №2, 2, 2
267.0, Производственный центр №3, 2, 1
267.0, Производственный центр №4, 0, 3
267.0, Производственный центр №5, 0, 2
268.0, Производственный центр №1, 2, 256
268.0, Производственный центр №2, 2, 1
268.0, Производственный центр №3, 2, 0
268.0, Производственный центр №4, 0, 3
268.0, Производственный центр №5, 0, 4
269.0, Производственный центр №1, 2, 254
269.0, Производственный центр №2, 2, 2
269.0, Производственный центр №3, 2, 0
269.0, Производственный центр №4, 0, 4
269.0, Производственный центр №5, 0, 4
270.0, Производственный центр №1, 2, 254
270.0, Производственный центр №2, 2, 1
270.0, Производственный центр №3, 2, 1
270.0, Производственный центр №4, 0, 4
270.0, Производственный центр №5, 0, 4
271.0, Производственный центр №1, 2, 252
271.0, Производственный центр №2, 2, 2
271.0, Производственный центр №3, 1, 0
271.0, Производственный центр №4, 0, 5
271.0, Производственный центр №5, 1, 4
272.0, Производственный центр №1, 2, 252
272.0, Производственный центр №2, 2, 1
272.0, Производственный центр №3, 1, 1
272.0, Производственный центр №4, 0, 5
272.0, Производственный центр №5, 1, 2
273.0, Производственный центр №1, 2, 250
273.0, Производственный центр №2, 2, 1
273.0, Производственный центр №3, 1, 2
273.0, Производственный центр №4, 0, 6
273.0, Производственный центр №5, 1, 0
274.0, Производственный центр №1, 2, 250
274.0, Производственный центр №2, 2, 1
274.0, Производственный центр №3, 2, 0
274.0, Производственный центр №4, 0, 6
274.0, Производственный центр №5, 0, 0
275.0, Производственный центр №1, 2, 248
275.0, Производственный центр №2, 2, 1
275.0, Производственный центр №3, 2, 1
275.0, Производственный центр №4, 0, 7
275.0, Производственный центр №5, 0, 0
276.0, Производственный центр №1, 2, 248
276.0, Производственный центр №2, 2, 1
276.0, Производственный центр №3, 2, 1
276.0, Производственный центр №4, 0, 7
276.0, Производственный центр №5, 0, 0
277.0, Производственный центр №1, 2, 248
277.0, Производственный центр №2, 2, 0
277.0, Производственный центр №3, 2, 0
277.0, Производственный центр №4, 0, 7
277.0, Производственный центр №5, 0, 2
278.0, Производственный центр №1, 2, 246
278.0, Производственный центр №2, 2, 1
278.0, Производственный центр №3, 2, 0
278.0, Производственный центр №4, 0, 8
278.0, Производственный центр №5, 0, 2
279.0, Производственный центр №1, 2, 246
279.0, Производственный центр №2, 2, 0
279.0, Производственный центр №3, 2, 1
279.0, Производственный центр №4, 0, 8
279.0, Производственный центр №5, 0, 2
280.0, Производственный центр №1, 2, 244
280.0, Производственный центр №2, 2, 0
280.0, Производственный центр №3, 2, 0
280.0, Производственный центр №4, 0, 9
280.0, Производственный центр №5, 0, 4
281.0, Производственный центр №1, 2, 244
281.0, Производственный центр №2, 2, 0
281.0, Производственный центр №3, 2, 0
281.0, Производственный центр №4, 0, 9
281.0, Производственный центр №5, 0, 4
282.0, Производственный центр №1, 2, 242
282.0, Производственный центр №2, 2, 0
282.0, Производственный центр №3, 2, 1
282.0, Производственный центр №4, 0, 10
282.0, Производственный центр №5, 0, 4
283.0, Производственный центр №1, 2, 242
283.0, Производственный центр №2, 2, 0
283.0, Производственный центр №3, 1, 0
283.0, Производственный центр №4, 0, 10
283.0, Производственный центр №5, 1, 4
284.0, Производственный центр №1, 2, 240
284.0, Производственный центр №2, 2, 0
284.0, Производственный центр №3, 1, 1
284.0, Производственный центр №4, 0, 11
284.0, Производственный центр №5, 1, 2
285.0, Производственный центр №1, 2, 240
285.0, Производственный центр №2, 2, 0
285.0, Производственный центр №3, 1, 1
285.0, Производственный центр №4, 0, 11
285.0, Производственный центр №5, 1, 0
286.0, Производственный центр №1, 2, 238
286.0, Производственный центр №2, 2, 0
286.0, Производственный центр №3, 2, 0
286.0, Производственный центр №4, 0, 12
286.0, Производственный центр №5, 0, 0
287.0, Производственный центр №1, 2, 238
287.0, Производственный центр №2, 1, 0
287.0, Производственный центр №3, 2, 1
287.0, Производственный центр №4, 1, 11
287.0, Производственный центр №5, 0, 0
288.0, Производственный центр №1, 2, 238
288.0, Производственный центр №2, 1, 0
288.0, Производственный центр №3, 2, 1
288.0, Производственный центр №4, 1, 10
288.0, Производственный центр №5, 0, 1
289.0, Производственный центр №1, 2, 236
289.0, Производственный центр №2, 1, 0
289.0, Производственный центр №3, 2, 0
289.0, Производственный центр №4, 1, 10
289.0, Производственный центр №5, 0, 4
290.0, Производственный центр №1, 2, 236
290.0, Производственный центр №2, 1, 0
290.0, Производственный центр №3, 2, 0
290.0, Производственный центр №4, 1, 10
290.0, Производственный центр №5, 0, 4
291.0, Производственный центр №1, 2, 234
291.0, Производственный центр №2, 1, 1
291.0, Производственный центр №3, 2, 0
291.0, Производственный центр №4, 1, 10
291.0, Производственный центр №5, 0, 5
292.0, Производственный центр №1, 2, 234
292.0, Производственный центр №2, 1, 1
292.0, Производственный центр №3, 0, 0
292.0, Производственный центр №4, 1, 9
