Time, ProductionCenter, WorkersCount, BufferCount
292.0, Производственный центр №5, 2, 4
293.0, Производственный центр №1, 2, 232
293.0, Производственный центр №2, 1, 1
293.0, Производственный центр №3, 0, 1
293.0, Производственный центр №4, 1, 10
293.0, Производственный центр №5, 2, 0
294.0, Производственный центр №1, 2, 232
294.0, Производственный центр №2, 2, 0
294.0, Производственный центр №3, 1, 0
294.0, Производственный центр №4, 1, 9
294.0, Производственный центр №5, 0, 1
295.0, Производственный центр №1, 2, 230
295.0, Производственный центр №2, 2, 1
295.0, Производственный центр №3, 1, 0
295.0, Производственный центр №4, 1, 9
295.0, Производственный центр №5, 0, 2
296.0, Производственный центр №1, 2, 230
296.0, Производственный центр №2, 2, 0
296.0, Производственный центр №3, 1, 1
296.0, Производственный центр №4, 1, 9
296.0, Производственный центр №5, 0, 2
297.0, Производственный центр №1, 2, 228
297.0, Производственный центр №2, 2, 1
297.0, Производственный центр №3, 1, 0
297.0, Производственный центр №4, 1, 9
297.0, Производственный центр №5, 0, 4
298.0, Производственный центр №1, 2, 228
298.0, Производственный центр №2, 2, 0
298.0, Производственный центр №3, 1, 1
298.0, Производственный центр №4, 1, 8
298.0, Производственный центр №5, 0, 5
299.0, Производственный центр №1, 2, 228
299.0, Производственный центр №2, 2, 0
299.0, Производственный центр №3, 1, 1
299.0, Производственный центр №4, 1, 8
299.0, Производственный центр №5, 0, 5
300.0, Производственный центр №1, 2, 226
300.0, Производственный центр №2, 2, 0
300.0, Производственный центр №3, 1, 1
300.0, Производственный центр №4, 1, 8
300.0, Производственный центр №5, 0, 7
301.0, Производственный центр №1, 2, 226
301.0, Производственный центр №2, 1, 0
301.0, Производственный центр №3, 2, 1
301.0, Производственный центр №4, 1, 7
301.0, Производственный центр №5, 0, 8
302.0, Производственный центр №1, 2, 224
302.0, Производственный центр №2, 1, 1
302.0, Производственный центр №3, 2, 1
302.0, Производственный центр №4, 1, 8
302.0, Производственный центр №5, 0, 8
303.0, Производственный центр №1, 2, 224
303.0, Производственный центр №2, 1, 0
303.0, Производственный центр №3, 2, 1
303.0, Производственный центр №4, 1, 7
303.0, Производственный центр №5, 0, 10
304.0, Производственный центр №1, 2, 222
304.0, Производственный центр №2, 1, 1
304.0, Производственный центр №3, 2, 0
304.0, Производственный центр №4, 1, 7
304.0, Производственный центр №5, 0, 12
305.0, Производственный центр №1, 2, 222
305.0, Производственный центр №2, 1, 1
305.0, Производственный центр №3, 2, 0
305.0, Производственный центр №4, 1, 7
305.0, Производственный центр №5, 0, 12
306.0, Производственный центр №1, 2, 220
306.0, Производственный центр №2, 1, 2
306.0, Производственный центр №3, 1, 0
306.0, Производственный центр №4, 1, 7
306.0, Производственный центр №5, 1, 12
307.0, Производственный центр №1, 2, 220
307.0, Производственный центр №2, 1, 1
307.0, Производственный центр №3, 1, 0
307.0, Производственный центр №4, 1, 6
307.0, Производственный центр №5, 1, 12
308.0, Производственный центр №1, 2, 218
308.0, Производственный центр №2, 1, 2
308.0, Производственный центр №3, 1, 0
308.0, Производственный центр №4, 1, 7
308.0, Производственный центр №5, 1, 10
309.0, Производственный центр №1, 2, 218
309.0, Производственный центр №2, 1, 2
309.0, Производственный центр №3, 1, 0
309.0, Производственный центр №4, 1, 6
309.0, Производственный центр №5, 1, 9
310.0, Производственный центр №1, 2, 218
310.0, Производственный центр №2, 1, 1
310.0, Производственный центр №3, 1, 0
310.0, Производственный центр №4, 1, 5
310.0, Производственный центр №5, 1, 9
311.0, Производственный центр №1, 2, 216
311.0, Производственный центр №2, 1, 2
311.0, Производственный центр №3, 1, 0
311.0, Производственный центр №4, 1, 6
311.0, Производственный центр №5, 1, 7
312.0, Производственный центр №1, 2, 216
312.0, Производственный центр №2, 1, 2
312.0, Производственный центр №3, 1, 0
312.0, Производственный центр №4, 1, 5
312.0, Производственный центр №5, 1, 6
313.0, Производственный центр №1, 2, 214
313.0, Производственный центр №2, 1, 3
313.0, Производственный центр №3, 0, 0
313.0, Производственный центр №4, 1, 5
313.0, Производственный центр №5, 2, 4
314.0, Производственный центр №1, 2, 214
314.0, Производственный центр №2, 1, 2
314.0, Производственный центр №3, 0, 1
314.0, Производственный центр №4, 1, 5
314.0, Производственный центр №5, 2, 0
315.0, Производственный центр №1, 2, 212
315.0, Производственный центр №2, 2, 2
315.0, Производственный центр №3, 1, 0
315.0, Производственный центр №4, 1, 5
315.0, Производственный центр №5, 0, 1
316.0, Производственный центр №1, 2, 212
316.0, Производственный центр №2, 2, 2
316.0, Производственный центр №3, 1, 0
316.0, Производственный центр №4, 1, 4
316.0, Производственный центр №5, 0, 2
317.0, Производственный центр №1, 2, 210
317.0, Производственный центр №2, 2, 2
317.0, Производственный центр №3, 1, 1
317.0, Производственный центр №4, 1, 5
317.0, Производственный центр №5, 0, 2
318.0, Производственный центр №1, 2, 210
318.0, Производственный центр №2, 2, 2
318.0, Производственный центр №3, 1, 0
318.0, Производственный центр №4, 1, 4
318.0, Производственный центр №5, 0, 4
319.0, Производственный центр №1, 2, 208
319.0, Производственный центр №2, 2, 2
319.0, Производственный центр №3, 1, 1
319.0, Производственный центр №4, 1, 4
319.0, Производственный центр №5, 0, 5
320.0, Производственный центр №1, 2, 208
320.0, Производственный центр №2, 2, 2
320.0, Производственный центр №3, 1, 1
320.0, Производственный центр №4, 1, 4
320.0, Производственный центр №5, 0, 5
321.0, Производственный центр №1, 2, 208
321.0, Производственный центр №2, 2, 1
321.0, Производственный центр №3, 1, 1
321.0, Производственный центр №4, 1, 3
321.0, Производственный центр №5, 0, 7
322.0, Производственный центр №1, 2, 206
322.0, Производственный центр №2, 2, 1
322.0, Производственный центр №3, 1, 2
322.0, Производственный центр №4, 1, 3
322.0, Производственный центр №5, 0, 8
323.0, Производственный центр №1, 2, 206
323.0, Производственный центр №2, 2, 1
323.0, Производственный центр №3, 1, 2
323.0, Производственный центр №4, 1, 3
323.0, Производственный центр №5, 0, 8
324.0, Производственный центр №1, 2, 204
324.0, Производственный центр №2, 2, 1
324.0, Производственный центр №3, 1, 2
324.0, Производственный центр №4, 1, 3
324.0, Производственный центр №5, 0, 10
325.0, Производственный центр №1, 2, 204
325.0, Производственный центр №2, 2, 1
325.0, Производственный центр №3, 1, 2
325.0, Производственный центр №4, 1, 2
325.0, Производственный центр №5, 0, 11
326.0, Производственный центр №1, 2, 202
326.0, Производственный центр №2, 2, 1
326.0, Производственный центр №3, 1, 3
326.0, Производственный центр №4, 1, 3
326.0, Производственный центр №5, 0, 11
327.0, Производственный центр №1, 2, 202
327.0, Производственный центр №2, 2, 1
327.0, Производственный центр №3, 1, 2
327.0, Производственный центр №4, 1, 2
327.0, Производственный центр №5, 0, 13
328.0, Производственный центр №1, 2, 200
328.0, Производственный центр №2, 2, 1
328.0, Производственный центр №3, 1, 3
328.0, Производственный центр №4, 1, 2
328.0, Производственный центр №5, 0, 14
329.0, Производственный центр №1, 2, 200
329.0, Производственный центр №2, 2, 0
329.0, Производственный центр №3, 1, 4
329.0, Производственный центр №4, 1, 2
329.0, Производственный центр №5, 0, 14
330.0, Производственный центр №1, 2, 198
330.0, Производственный центр №2, 2, 1
330.0, Производственный центр №3, 1, 3
330.0, Производственный центр №4, 1, 2
330.0, Производственный центр №5, 0, 16
331.0, Производственный центр №1, 2, 198
331.0, Производственный центр №2, 2, 0
331.0, Производственный центр №3, 1, 4
331.0, Производственный центр №4, 1, 1
331.0, Производственный центр №5, 0, 17
332.0, Производственный центр №1, 2, 198
332.0, Производственный центр №2, 2, 0
332.0, Производственный центр №3, 1, 4
332.0, Производственный центр №4, 1, 1
332.0, Производственный центр №5, 0, 17
333.0, Производственный центр №1, 2, 196
333.0, Производственный центр №2, 2, 0
333.0, Производственный центр №3, 1, 4
333.0, Производственный центр №4, 1, 1
333.0, Производственный центр №5, 0, 19
334.0, Производственный центр №1, 2, 196
334.0, Производственный центр №2, 2, 0
334.0, Производственный центр №3, 1, 4
334.0, Производственный центр №4, 1, 0
334.0, Производственный центр №5, 0, 20
335.0, Производственный центр №1, 2, 194
335.0, Производственный центр №2, 2, 0
335.0, Производственный центр №3, 1, 5
335.0, Производственный центр №4, 1, 1
335.0, Производственный центр №5, 0, 20
336.0, Производственный центр №1, 2, 194
336.0, Производственный центр №2, 1, 0
336.0, Производственный центр №3, 2, 4
336.0, Производственный центр №4, 1, 0
336.0, Производственный центр №5, 0, 22
337.0, Производственный центр №1, 2, 192
337.0, Производственный центр №2, 1, 1
337.0, Производственный центр №3, 2, 4
337.0, Производственный центр №4, 1, 0
337.0, Производственный центр №5, 0, 23
338.0, Производственный центр №1, 2, 192
338.0, Производственный центр №2, 1, 0
338.0, Производственный центр №3, 2, 5
338.0, Производственный центр №4, 1, 0
338.0, Производственный центр №5, 0, 23
339.0, Производственный центр №1, 2, 190
339.0, Производственный центр №2, 1, 1
339.0, Производственный центр №3, 2, 3
339.0, Производственный центр №4, 1, 0
339.0, Производственный центр №5, 0, 26
340.0, Производственный центр №1, 2, 190
340.0, Производственный центр №2, 1, 1
340.0, Производственный центр №3, 2, 3
340.0, Производственный центр №4, 0, 0
340.0, Производственный центр №5, 1, 26
341.0, Производственный центр №1, 2, 188
341.0, Производственный центр №2, 1, 2
341.0, Производственный центр №3, 2, 3
341.0, Производственный центр №4, 0, 1
341.0, Производственный центр №5, 1, 24
342.0, Производственный центр №1, 2, 188
342.0, Производственный центр №2, 1, 1
342.0, Производственный центр №3, 2, 2
342.0, Производственный центр №4, 0, 1
342.0, Производственный центр №5, 1, 24
343.0, Производственный центр №1, 2, 188
343.0, Производственный центр №2, 1, 1
343.0, Производственный центр №3, 2, 2
343.0, Производственный центр №4, 0, 1
343.0, Производственный центр №5, 1, 22
344.0, Производственный центр №1, 2, 186
344.0, Производственный центр №2, 1, 2
344.0, Производственный центр №3, 2, 2
344.0, Производственный центр №4, 0, 2
344.0, Производственный центр №5, 1, 20
345.0, Производственный центр №1, 2, 186
345.0, Производственный центр №2, 1, 1
345.0, Производственный центр №3, 2, 1
345.0, Производственный центр №4, 0, 2
345.0, Производственный центр №5, 1, 20
346.0, Производственный центр №1, 2, 184
346.0, Производственный центр №2, 1, 2
346.0, Производственный центр №3, 2, 1
346.0, Производственный центр №4, 0, 3
346.0, Производственный центр №5, 1, 18
347.0, Производственный центр №1, 2, 184
347.0, Производственный центр №2, 1, 2
347.0, Производственный центр №3, 2, 1
347.0, Производственный центр №4, 0, 3
347.0, Производственный центр №5, 1, 16
348.0, Производственный центр №1, 2, 182
348.0, Производственный центр №2, 1, 3
348.0, Производственный центр №3, 1, 0
348.0, Производственный центр №4, 0, 4
348.0, Производственный центр №5, 2, 14
349.0, Производственный центр №1, 2, 182
349.0, Производственный центр №2, 1, 2
349.0, Производственный центр №3, 1, 1
349.0, Производственный центр №4, 0, 4
349.0, Производственный центр №5, 2, 10
350.0, Производственный центр №1, 2, 180
350.0, Производственный центр №2, 1, 3
350.0, Производственный центр №3, 1, 1
350.0, Производственный центр №4, 0, 5
350.0, Производственный центр №5, 2, 6
351.0, Производственный центр №1, 2, 180
351.0, Производственный центр №2, 1, 3
351.0, Производственный центр №3, 1, 0
351.0, Производственный центр №4, 0, 5
351.0, Производственный центр №5, 2, 3
352.0, Производственный центр №1, 2, 178
352.0, Производственный центр №2, 2, 2
352.0, Производственный центр №3, 1, 1
352.0, Производственный центр №4, 0, 6
352.0, Производственный центр №5, 1, 0
353.0, Производственный центр №1, 2, 178
353.0, Производственный центр №2, 2, 2
353.0, Производственный центр №3, 2, 0
353.0, Производственный центр №4, 0, 6
353.0, Производственный центр №5, 0, 0
354.0, Производственный центр №1, 2, 178
354.0, Производственный центр №2, 2, 2
354.0, Производственный центр №3, 1, 0
354.0, Производственный центр №4, 1, 5
354.0, Производственный центр №5, 0, 0
355.0, Производственный центр №1, 2, 176
355.0, Производственный центр №2, 2, 3
355.0, Производственный центр №3, 1, 0
355.0, Производственный центр №4, 1, 6
355.0, Производственный центр №5, 0, 0
356.0, Производственный центр №1, 2, 176
356.0, Производственный центр №2, 2, 1
356.0, Производственный центр №3, 1, 1
356.0, Производственный центр №4, 1, 5
356.0, Производственный центр №5, 0, 2
357.0, Производственный центр №1, 2, 174
357.0, Производственный центр №2, 2, 2
357.0, Производственный центр №3, 1, 1
357.0, Производственный центр №4, 1, 5
357.0, Производственный центр №5, 0, 3
358.0, Производственный центр №1, 2, 174
358.0, Производственный центр №2, 2, 2
358.0, Производственный центр №3, 1, 1
358.0, Производственный центр №4, 1, 5
358.0, Производственный центр №5, 0, 3
359.0, Производственный центр №1, 2, 172
359.0, Производственный центр №2, 2, 1
359.0, Производственный центр №3, 1, 2
359.0, Производственный центр №4, 1, 5
359.0, Производственный центр №5, 0, 5
360.0, Производственный центр №1, 2, 172
360.0, Производственный центр №2, 2, 1
360.0, Производственный центр №3, 1, 2
360.0, Производственный центр №4, 1, 4
360.0, Производственный центр №5, 0, 6
361.0, Производственный центр №1, 2, 170
361.0, Производственный центр №2, 2, 2
361.0, Производственный центр №3, 1, 2
361.0, Производственный центр №4, 1, 5
361.0, Производственный центр №5, 0, 6
362.0, Производственный центр №1, 2, 170
362.0, Производственный центр №2, 2, 2
362.0, Производственный центр №3, 1, 1
362.0, Производственный центр №4, 1, 4
362.0, Производственный центр №5, 0, 8
363.0, Производственный центр №1, 2, 168
363.0, Производственный центр №2, 2, 1
363.0, Производственный центр №3, 1, 3
363.0, Производственный центр №4, 1, 4
363.0, Производственный центр №5, 0, 9
364.0, Производственный центр №1, 2, 168
364.0, Производственный центр №2, 2, 1
364.0, Производственный центр №3, 1, 3
364.0, Производственный центр №4, 1, 4
364.0, Производственный центр №5, 0, 9
365.0, Производственный центр №1, 2, 168
365.0, Производственный центр №2, 2, 1
365.0, Производственный центр №3, 1, 2
365.0, Производственный центр №4, 1, 3
365.0, Производственный центр №5, 0, 11
366.0, Производственный центр №1, 2, 166
366.0, Производственный центр №2, 2, 0
366.0, Производственный центр №3, 1, 4
366.0, Производственный центр №4, 1, 3
366.0, Производственный центр №5, 0, 12
367.0, Производственный центр №1, 2, 166
367.0, Производственный центр №2, 2, 0
367.0, Производственный центр №3, 1, 4
367.0, Производственный центр №4, 1, 3
367.0, Производственный центр №5, 0, 12
368.0, Производственный центр №1, 2, 164
368.0, Производственный центр №2, 2, 1
368.0, Производственный центр №3, 1, 3
368.0, Производственный центр №4, 1, 3
368.0, Производственный центр №5, 0, 14
369.0, Производственный центр №1, 2, 164
369.0, Производственный центр №2, 2, 1
369.0, Производственный центр №3, 1, 3
369.0, Производственный центр №4, 1, 2
369.0, Производственный центр №5, 0, 15
370.0, Производственный центр №1, 2, 162
370.0, Производственный центр №2, 2, 0
370.0, Производственный центр №3, 1, 5
370.0, Производственный центр №4, 1, 3
370.0, Производственный центр №5, 0, 15
371.0, Производственный центр №1, 2, 162
371.0, Производственный центр №2, 2, 0
371.0, Производственный центр №3, 1, 4
371.0, Производственный центр №4, 1, 2
371.0, Производственный центр №5, 0, 17
372.0, Производственный центр №1, 2, 160
372.0, Производственный центр №2, 2, 1
372.0, Производственный центр №3, 1, 4
372.0, Производственный центр №4, 1, 2
372.0, Производственный центр №5, 0, 18
373.0, Производственный центр №1, 2, 160
373.0, Производственный центр №2, 1, 0
373.0, Производственный центр №3, 2, 5
373.0, Производственный центр №4, 1, 2
373.0, Производственный центр №5, 0, 18
374.0, Производственный центр №1, 2, 158
374.0, Производственный центр №2, 1, 1
374.0, Производственный центр №3, 2, 4
374.0, Производственный центр №4, 1, 2
374.0, Производственный центр №5, 0, 20
375.0, Производственный центр №1, 2, 158
375.0, Производственный центр №2, 1, 1
375.0, Производственный центр №3, 2, 4
375.0, Производственный центр №4, 1, 1
375.0, Производственный центр №5, 0, 21
376.0, Производственный центр №1, 2, 158
376.0, Производственный центр №2, 1, 1
376.0, Производственный центр №3, 2, 3
376.0, Производственный центр №4, 1, 1
376.0, Производственный центр №5, 0, 22
377.0, Производственный центр №1, 2, 156
377.0, Производственный центр №2, 1, 1
377.0, Производственный центр №3, 2, 3
377.0, Производственный центр №4, 1, 1
377.0, Производственный центр №5, 0, 24
378.0, Производственный центр №1, 2, 156
378.0, Производственный центр №2, 1, 1
378.0, Производственный центр №3, 2, 3
378.0, Производственный центр №4, 1, 0
378.0, Производственный центр №5, 0, 25
379.0, Производственный центр №1, 2, 154
379.0, Производственный центр №2, 1, 2
379.0, Производственный центр №3, 2, 2
379.0, Производственный центр №4, 1, 1
379.0, Производственный центр №5, 0, 26
380.0, Производственный центр №1, 2, 154
380.0, Производственный центр №2, 1, 1
380.0, Производственный центр №3, 2, 2
380.0, Производственный центр №4, 1, 0
380.0, Производственный центр №5, 0, 28
381.0, Производственный центр №1, 2, 152
381.0, Производственный центр №2, 1, 2
381.0, Производственный центр №3, 2, 2
381.0, Производственный центр №4, 1, 0
381.0, Производственный центр №5, 0, 29
382.0, Производственный центр №1, 2, 152
382.0, Производственный центр №2, 1, 2
382.0, Производственный центр №3, 2, 1
382.0, Производственный центр №4, 1, 0
382.0, Производственный центр №5, 0, 30
383.0, Производственный центр №1, 2, 150
383.0, Производственный центр №2, 1, 3
383.0, Производственный центр №3, 2, 0
383.0, Производственный центр №4, 1, 0
383.0, Производственный центр №5, 0, 32
384.0, Производственный центр №1, 2, 150
384.0, Производственный центр №2, 1, 2
384.0, Производственный центр №3, 2, 1
384.0, Производственный центр №4, 0, 0
384.0, Производственный центр №5, 1, 32
385.0, Производственный центр №1, 2, 148
385.0, Производственный центр №2, 1, 3
385.0, Производственный центр №3, 2, 0
385.0, Производственный центр №4, 0, 1
385.0, Производственный центр №5, 1, 31
386.0, Производственный центр №1, 2, 148
386.0, Производственный центр №2, 1, 3
386.0, Производственный центр №3, 1, 0
386.0, Производственный центр №4, 0, 1
386.0, Производственный центр №5, 2, 28
387.0, Производственный центр №1, 2, 148
387.0, Производственный центр №2, 1, 2
387.0, Производственный центр №3, 1, 1
387.0, Производственный центр №4, 0, 1
387.0, Производственный центр №5, 2, 24
388.0, Производственный центр №1, 2, 146
388.0, Производственный центр №2, 1, 3
388.0, Производственный центр №3, 1, 0
388.0, Производственный центр №4, 0, 2
388.0, Производственный центр №5, 2, 21
389.0, Производственный центр №1, 2, 146
389.0, Производственный центр №2, 1, 3
389.0, Производственный центр №3, 1, 0
389.0, Производственный центр №4, 0, 2
389.0, Производственный центр №5, 2, 17
390.0, Производственный центр №1, 2, 144
390.0, Производственный центр №2, 1, 4
390.0, Производственный центр №3, 1, 0
390.0, Производственный центр №4, 0, 3
390.0, Производственный центр №5, 2, 13
391.0, Производственный центр №1, 2, 144
391.0, Производственный центр №2, 1, 3
391.0, Производственный центр №3, 1, 0
391.0, Производственный центр №4, 0, 3
391.0, Производственный центр №5, 2, 10
392.0, Производственный центр №1, 2, 142
392.0, Производственный центр №2, 1, 4
392.0, Производственный центр №3, 1, 0
392.0, Производственный центр №4, 0, 4
392.0, Производственный центр №5, 2, 6
393.0, Производственный центр №1, 2, 142
393.0, Производственный центр №2, 1, 4
393.0, Производственный центр №3, 1, 0
393.0, Производственный центр №4, 0, 4
393.0, Производственный центр №5, 2, 2
394.0, Производственный центр №1, 2, 140
394.0, Производственный центр №2, 2, 3
394.0, Производственный центр №3, 1, 0
394.0, Производственный центр №4, 0, 5
394.0, Производственный центр №5, 1, 0
395.0, Производственный центр №1, 2, 140
395.0, Производственный центр №2, 2, 3
395.0, Производственный центр №3, 1, 0
395.0, Производственный центр №4, 1, 4
395.0, Производственный центр №5, 0, 0
396.0, Производственный центр №1, 2, 138
396.0, Производственный центр №2, 2, 4
396.0, Производственный центр №3, 1, 0
396.0, Производственный центр №4, 1, 4
396.0, Производственный центр №5, 0, 1
397.0, Производственный центр №1, 2, 138
397.0, Производственный центр №2, 2, 4
397.0, Производственный центр №3, 0, 0
397.0, Производственный центр №4, 1, 3
397.0, Производственный центр №5, 1, 1
398.0, Производственный центр №1, 2, 138
398.0, Производственный центр №2, 2, 2
398.0, Производственный центр №3, 1, 1
398.0, Производственный центр №4, 1, 3
398.0, Производственный центр №5, 0, 0
399.0, Производственный центр №1, 2, 136
399.0, Производственный центр №2, 2, 3
399.0, Производственный центр №3, 1, 1
399.0, Производственный центр №4, 1, 3
399.0, Производственный центр №5, 0, 1
400.0, Производственный центр №1, 2, 136
400.0, Производственный центр №2, 2, 3
400.0, Производственный центр №3, 1, 1
400.0, Производственный центр №4, 1, 2
400.0, Производственный центр №5, 0, 2
401.0, Производственный центр №1, 2, 134
401.0, Производственный центр №2, 2, 2
401.0, Производственный центр №3, 1, 2
401.0, Производственный центр №4, 1, 3
401.0, Производственный центр №5, 0, 3
402.0, Производственный центр №1, 2, 134
402.0, Производственный центр №2, 2, 2
402.0, Производственный центр №3, 1, 2
402.0, Производственный центр №4, 1, 2
402.0, Производственный центр №5, 0, 4
403.0, Производственный центр №1, 2, 132
403.0, Производственный центр №2, 2, 3
403.0, Производственный центр №3, 1, 2
403.0, Производственный центр №4, 1, 2
403.0, Производственный центр №5, 0, 5
404.0, Производственный центр №1, 2, 132
404.0, Производственный центр №2, 2, 3
404.0, Производственный центр №3, 1, 1
404.0, Производственный центр №4, 1, 2
404.0, Производственный центр №5, 0, 6
405.0, Производственный центр №1, 2, 130
405.0, Производственный центр №2, 2, 2
405.0, Производственный центр №3, 1, 3
405.0, Производственный центр №4, 1, 2
405.0, Производственный центр №5, 0, 7
406.0, Производственный центр №1, 2, 130
406.0, Производственный центр №2, 2, 2
406.0, Производственный центр №3, 1, 3
406.0, Производственный центр №4, 1, 1
406.0, Производственный центр №5, 0, 8
407.0, Производственный центр №1, 2, 128
407.0, Производственный центр №2, 2, 3
407.0, Производственный центр №3, 1, 2
407.0, Производственный центр №4, 1, 2
407.0, Производственный центр №5, 0, 9
408.0, Производственный центр №1, 2, 128
408.0, Производственный центр №2, 2, 1
408.0, Производственный центр №3, 1, 4
408.0, Производственный центр №4, 1, 1
408.0, Производственный центр №5, 0, 10
409.0, Производственный центр №1, 2, 128
409.0, Производственный центр №2, 2, 1
409.0, Производственный центр №3, 1, 4
409.0, Производственный центр №4, 1, 0
409.0, Производственный центр №5, 0, 11
410.0, Производственный центр №1, 2, 126
410.0, Производственный центр №2, 2, 2
410.0, Производственный центр №3, 1, 3
410.0, Производственный центр №4, 1, 1
410.0, Производственный центр №5, 0, 12
411.0, Производственный центр №1, 2, 126
411.0, Производственный центр №2, 2, 2
411.0, Производственный центр №3, 1, 3
411.0, Производственный центр №4, 1, 0
411.0, Производственный центр №5, 0, 13
412.0, Производственный центр №1, 2, 124
412.0, Производственный центр №2, 2, 1
412.0, Производственный центр №3, 1, 5
412.0, Производственный центр №4, 1, 0
412.0, Производственный центр №5, 0, 14
413.0, Производственный центр №1, 2, 124
413.0, Производственный центр №2, 2, 1
413.0, Производственный центр №3, 1, 4
413.0, Производственный центр №4, 1, 0
413.0, Производственный центр №5, 0, 15
414.0, Производственный центр №1, 2, 122
414.0, Производственный центр №2, 2, 2
414.0, Производственный центр №3, 1, 4
414.0, Производственный центр №4, 1, 0
414.0, Производственный центр №5, 0, 16
415.0, Производственный центр №1, 2, 122
415.0, Производственный центр №2, 2, 0
415.0, Производственный центр №3, 1, 6
415.0, Производственный центр №4, 0, 0
415.0, Производственный центр №5, 1, 16
416.0, Производственный центр №1, 2, 120
416.0, Производственный центр №2, 2, 1
416.0, Производственный центр №3, 1, 5
416.0, Производственный центр №4, 0, 1
416.0, Производственный центр №5, 1, 15
417.0, Производственный центр №1, 2, 120
417.0, Производственный центр №2, 2, 1
417.0, Производственный центр №3, 1, 5
417.0, Производственный центр №4, 0, 1
417.0, Производственный центр №5, 1, 13
418.0, Производственный центр №1, 2, 118
418.0, Производственный центр №2, 2, 2
418.0, Производственный центр №3, 1, 5
418.0, Производственный центр №4, 0, 2
418.0, Производственный центр №5, 1, 11
419.0, Производственный центр №1, 2, 118
419.0, Производственный центр №2, 2, 0
419.0, Производственный центр №3, 1, 6
419.0, Производственный центр №4, 0, 2
419.0, Производственный центр №5, 1, 10
420.0, Производственный центр №1, 2, 118
420.0, Производственный центр №2, 2, 0
420.0, Производственный центр №3, 1, 6
420.0, Производственный центр №4, 0, 2
420.0, Производственный центр №5, 1, 8
421.0, Производственный центр №1, 2, 116
421.0, Производственный центр №2, 2, 1
421.0, Производственный центр №3, 1, 6
421.0, Производственный центр №4, 0, 3
421.0, Производственный центр №5, 1, 6
422.0, Производственный центр №1, 2, 116
422.0, Производственный центр №2, 1, 0
422.0, Производственный центр №3, 2, 6
422.0, Производственный центр №4, 0, 3
422.0, Производственный центр №5, 1, 5
423.0, Производственный центр №1, 2, 114
423.0, Производственный центр №2, 1, 1
423.0, Производственный центр №3, 2, 6
423.0, Производственный центр №4, 0, 4
423.0, Производственный центр №5, 1, 3
424.0, Производственный центр №1, 2, 114
424.0, Производственный центр №2, 1, 1
424.0, Производственный центр №3, 2, 6
424.0, Производственный центр №4, 0, 4
424.0, Производственный центр №5, 1, 1
425.0, Производственный центр №1, 2, 112
425.0, Производственный центр №2, 1, 2
425.0, Производственный центр №3, 2, 4
425.0, Производственный центр №4, 0, 5
425.0, Производственный центр №5, 1, 1
426.0, Производственный центр №1, 2, 112
426.0, Производственный центр №2, 2, 0
426.0, Производственный центр №3, 2, 5
426.0, Производственный центр №4, 0, 5
426.0, Производственный центр №5, 0, 0
427.0, Производственный центр №1, 2, 110
427.0, Производственный центр №2, 2, 1
427.0, Производственный центр №3, 2, 5
427.0, Производственный центр №4, 0, 6
427.0, Производственный центр №5, 0, 0
428.0, Производственный центр №1, 2, 110
428.0, Производственный центр №2, 2, 1
428.0, Производственный центр №3, 2, 3
428.0, Производственный центр №4, 0, 6
428.0, Производственный центр №5, 0, 2
429.0, Производственный центр №1, 2, 108
429.0, Производственный центр №2, 2, 1
429.0, Производственный центр №3, 2, 4
429.0, Производственный центр №4, 0, 7
429.0, Производственный центр №5, 0, 2
430.0, Производственный центр №1, 2, 108
430.0, Производственный центр №2, 2, 0
430.0, Производственный центр №3, 2, 5
430.0, Производственный центр №4, 0, 7
430.0, Производственный центр №5, 0, 2
431.0, Производственный центр №1, 2, 108
431.0, Производственный центр №2, 2, 0
431.0, Производственный центр №3, 2, 3
431.0, Производственный центр №4, 0, 7
431.0, Производственный центр №5, 0, 4
432.0, Производственный центр №1, 2, 106
432.0, Производственный центр №2, 2, 1
432.0, Производственный центр №3, 2, 3
432.0, Производственный центр №4, 0, 8
432.0, Производственный центр №5, 0, 4
433.0, Производственный центр №1, 2, 106
433.0, Производственный центр №2, 1, 0
433.0, Производственный центр №3, 2, 5
433.0, Производственный центр №4, 0, 8
433.0, Производственный центр №5, 1, 2
434.0, Производственный центр №1, 2, 104
434.0, Производственный центр №2, 1, 1
434.0, Производственный центр №3, 2, 3
434.0, Производственный центр №4, 0, 9
434.0, Производственный центр №5, 1, 2
435.0, Производственный центр №1, 2, 104
435.0, Производственный центр №2, 1, 1
435.0, Производственный центр №3, 2, 3
435.0, Производственный центр №4, 0, 9
435.0, Производственный центр №5, 1, 0
436.0, Производственный центр №1, 2, 102
436.0, Производственный центр №2, 2, 0
436.0, Производственный центр №3, 2, 4
436.0, Производственный центр №4, 0, 10
436.0, Производственный центр №5, 0, 0
437.0, Производственный центр №1, 2, 102
437.0, Производственный центр №2, 2, 0
437.0, Производственный центр №3, 2, 2
437.0, Производственный центр №4, 0, 10
437.0, Производственный центр №5, 0, 2
438.0, Производственный центр №1, 2, 100
438.0, Производственный центр №2, 2, 1
438.0, Производственный центр №3, 2, 2
438.0, Производственный центр №4, 0, 11
438.0, Производственный центр №5, 0, 2
439.0, Производственный центр №1, 2, 100
439.0, Производственный центр №2, 2, 1
439.0, Производственный центр №3, 2, 2
439.0, Производственный центр №4, 0, 11
